user_id,user_name,email,password,is_family_head,gender,age_group,is_vegan,preferred_cuisine,non_preferred_cuisine
162,김민재,ijiyeon@naver.com,f^47ZXt@gO,TRUE,woman,60,FALSE,일식,Null
163,류수진,yeweonhwang@kakao.com,B)d10WGp_&,TRUE,man,10,TRUE,한식,Null
164,이수민,gweonjuweon@naver.com,*8VLtWu#w4,TRUE,woman,20,FALSE,양식,Null
165,장정호,yeongsug56@naver.com,*7UH5Ur5Ne,TRUE,man,30,TRUE,중식,Null
166,김상현,sonjaeho@naver.com,zl%0bNPv!1,TRUE,woman,40,FALSE,한식,Null
167,김정훈,gangjihye@kakao.com,&&9Qhjbw+L,TRUE,man,50,TRUE,양식,Null
168,김서연,hyeonjiju@kakao.com,*_vI06NiOj,TRUE,woman,60,FALSE,중식,Null
169,이현정,gyeongsu79@kakao.com,#N4Rd7M)t!,FALSE,man,10,TRUE,일식,Null
170,최성수,nbag@kakao.com,#FcWHO*dI9,TRUE,woman,20,FALSE,한식,Null
171,김현우,pi@naver.com,%60HI_pRCt,FALSE,man,30,TRUE,양식,Null
172,박서준,seongcaeweon@kakao.com,!p4Q5cOU*(,TRUE,woman,40,FALSE,중식,Null
173,김현지,nseo@naver.com,)0VF)Tu(Qu,FALSE,man,50,TRUE,일식,Null
174,박예원,junhogim@kakao.com,)lOK&5r@m3,TRUE,woman,60,FALSE,한식,Null
175,이은영,gimseonghyeon@naver.com,#NAME?,FALSE,man,10,TRUE,양식,Null
176,엄현숙,sgim@kakao.com,#m0OWHg9Uq,FALSE,woman,20,FALSE,중식,Null
177,김유진,yeonghwan55@naver.com,^77NglPmGx,TRUE,man,30,TRUE,한식,Null
178,김옥순,ki@kakao.com,G)78qWTiTy,FALSE,woman,40,FALSE,양식,Null
179,고정희,yeonggil70@naver.com,6n@60lDyTU,FALSE,man,50,TRUE,중식,Null
180,전건우,ji@naver.com,kL8*&VJaQ(,TRUE,woman,60,FALSE,일식,Null
181,김서윤,seungmin34@naver.com,iOw4Rcfnl#,FALSE,man,10,TRUE,한식,Null
182,김중수,jeongsug29@kakao.com,3+ogTjd4_Q,FALSE,woman,20,FALSE,양식,Null
183,이혜진,goseungmin@naver.com,B*2ODxO*jw,FALSE,man,30,TRUE,중식,Null
184,김민재,myeongja26@naver.com,_a3ASBnfd0,FALSE,woman,40,FALSE,일식,한식
185,김준영,miyeong34@naver.com,1_8GdL@liD,TRUE,man,50,TRUE,한식,일식
186,김정자,hanseoyun@kakao.com,I!vV%oo5*8,TRUE,woman,60,FALSE,양식,중식
187,오지현,sugjagim@naver.com,N#3XaNuu^0,FALSE,man,10,TRUE,중식,양식
188,황미정,ijeonghun@kakao.com,_3ZblXb$Z9,TRUE,woman,20,FALSE,한식,중식
189,최선영,bagyejun@kakao.com,F6^Ir7O)^w,TRUE,man,30,TRUE,양식,한식
190,이수진,gimgeonu@kakao.com,6Po5F4uu^5,TRUE,woman,40,FALSE,중식,일식
191,고준서,zim@kakao.com,kW^73VpK)E,FALSE,man,50,TRUE,일식,양식
192,송상철,myeongjacoe@naver.com,m2TOAHYC_q,TRUE,woman,60,FALSE,한식,Null
193,박진호,janghyeonu@kakao.com,&k05Z^o!s6,TRUE,man,10,TRUE,양식,Null
194,이선영,gimyejun@naver.com,+z8#C*Pjr@,FALSE,woman,20,FALSE,중식,Null
195,최채원,jeonghomun@naver.com,C9XJSuO_@&,TRUE,man,30,TRUE,일식,Null
196,김영희,gjeon@naver.com,B5aHzfnm+s,TRUE,woman,40,FALSE,한식,Null
197,최현지,yeonggil89@naver.com,162MCl_+%7,FALSE,man,50,TRUE,양식,Null
198,고미영,minseog38@kakao.com,_3YLt6TvY&,TRUE,woman,60,FALSE,중식,Null
199,이지민,bagseohyeon@kakao.com,f4Y4O4oP)*,TRUE,man,10,TRUE,한식,Null
200,최영수,gyeongsugi@kakao.com,+)H3jFv)m&,TRUE,woman,20,FALSE,양식,Null
201,김은정,jihuryu@kakao.com,MgaOMfYF&4,TRUE,man,30,TRUE,중식,Null
202,정영숙,jaeho19@naver.com,57k7Bn(x_$,FALSE,woman,40,FALSE,일식,Null
203,이영식,seojungim@kakao.com,#9UHDy^j7X,FALSE,man,50,TRUE,한식,Null
204,한민재,anhyeonju@kakao.com,@g4$V5XeGo,FALSE,woman,60,FALSE,양식,Null
205,송지훈,seoyun94@kakao.com,*(w!FbmZ(8,TRUE,man,10,TRUE,중식,Null
206,이윤서,hongareum@kakao.com,5RTGe+ME&R,FALSE,woman,20,FALSE,일식,Null
207,김영순,bagjunyeong@kakao.com,ED0SctjPp!,TRUE,man,30,TRUE,한식,Null
208,한광수,iyeongsu@naver.com,(#$7jRhe)@,FALSE,woman,40,FALSE,양식,Null
209,김성호,ujin95@naver.com,#pT9)+Ucg3,TRUE,man,50,TRUE,중식,Null
210,이현주,junho12@kakao.com,n2ZXVVg1!*,FALSE,woman,60,FALSE,한식,Null
211,박영진,jihyego@kakao.com,)hH)NgeQE9,FALSE,man,10,TRUE,양식,Null
212,박하윤,wan@kakao.com,Ix&UFbd)!3,FALSE,woman,20,FALSE,중식,Null
213,이하윤,jeongsuhong@naver.com,0QBZ_p)T%%,FALSE,man,30,TRUE,일식,Null
214,양지후,igweon@naver.com,Ogq^U8Tpx#,TRUE,woman,40,FALSE,한식,Null
215,이명자,baggyeongsu@kakao.com,))9ZqipL^s,FALSE,man,50,TRUE,양식,Null
216,박현정,oi@kakao.com,59DDmV3t*r,FALSE,woman,60,FALSE,중식,Null
217,민정자,minjigim@naver.com,)90bH^a67M,FALSE,man,10,TRUE,일식,양식
218,하현숙,yeonghwan56@naver.com,4wJjN8y1%W,FALSE,woman,20,FALSE,한식,중식
219,장선영,oi@kakao.com,4ppCJLg@@g,TRUE,man,30,TRUE,양식,한식
220,김민석,fi@kakao.com,fusL3vApx),TRUE,woman,40,FALSE,중식,일식
221,김서영,jiyeoni@kakao.com,l)7tI2Xu#q,FALSE,man,50,TRUE,한식,양식
222,오민석,ngwag@naver.com,$uuR)LzL6e,TRUE,woman,60,FALSE,양식,중식
223,최민재,yejun87@kakao.com,46P5^#oj$B,TRUE,man,10,TRUE,중식,한식
224,강정순,dgim@naver.com,Oj7hGeXiF@,FALSE,woman,20,FALSE,일식,한식
225,허경자,yeongil49@kakao.com,^f0z$gMmfy,FALSE,man,30,TRUE,한식,양식
226,곽영숙,ki@kakao.com,&5@IWUwvGx,TRUE,woman,40,FALSE,양식,중식
227,장정웅,hyeonjigim@naver.com,F&q(6Es1XO,FALSE,man,50,TRUE,중식,일식
228,이경자,doyun27@naver.com,^+6cSNwpwd,TRUE,woman,60,FALSE,일식,한식
229,김숙자,baghyeonjeong@naver.com,gYUV#Hrz+2,TRUE,man,10,TRUE,한식,양식
230,김광수,fsong@naver.com,Yn*XfPCt!2,FALSE,woman,20,FALSE,양식,중식
231,박경희,yeonghyi77@kakao.com,mN$8_KAh(&,FALSE,man,30,TRUE,중식,한식
232,홍민서,jia01@kakao.com,)o5DYXva0),FALSE,woman,40,FALSE,한식,양식
233,이현우,gbag@kakao.com,%RnXQqZxZ8,TRUE,man,50,TRUE,양식,중식
234,엄중수,yeongjin33@kakao.com,)lD97Pqi*^,TRUE,woman,60,FALSE,중식,일식
235,한춘자,chan@naver.com,Rz)5$CSfLU,FALSE,man,10,TRUE,일식,한식
236,조주원,minjuni@naver.com,Vz6L9aXY^y,TRUE,woman,20,FALSE,한식,양식
237,박명자,jeonghunhong@kakao.com,)PDA8o_bN9,FALSE,man,30,TRUE,양식,중식
238,진하윤,seominseog@naver.com,@LWDN4dbo4,FALSE,woman,40,FALSE,중식,일식
239,김경희,gimminji@naver.com,#w@91BFg$i,TRUE,man,50,TRUE,일식,한식
240,서시우,gyeonghyisim@naver.com,*FSCWnh*x7,TRUE,woman,60,FALSE,한식,양식
241,박준영,egim@kakao.com,W2CCJgP(^!,FALSE,man,10,TRUE,양식,중식
242,김승민,seomyeongja@naver.com,!q8u4X2jC(,TRUE,woman,20,FALSE,중식,한식
243,이영길,cju@kakao.com,3)6g4VUbQ(,TRUE,man,30,TRUE,한식,양식
244,류선영,minseo42@naver.com,3nS3x1#g+t,FALSE,woman,40,FALSE,양식,중식
245,김영일,hyeonuhan@kakao.com,#8OUjKiD#S,TRUE,man,50,TRUE,중식,일식
246,송은지,seongseojun@naver.com,$4LRrBIblA,TRUE,woman,60,FALSE,일식,한식
247,김시우,gimminseo@naver.com,0+&7MKlvS^,TRUE,man,10,TRUE,한식,양식
248,심지민,iyeongho@kakao.com,!F79fGAe+g,TRUE,woman,20,FALSE,양식,중식
249,우지원,jangseongjin@naver.com,Q#3$9bgo(G,FALSE,man,30,TRUE,중식,일식
250,강준영,areumbaeg@naver.com,*6_(EUkr(4,FALSE,woman,40,FALSE,일식,한식
251,박영진,gweoncunja@naver.com,90++G2PfOW,FALSE,man,50,TRUE,한식,양식
252,하정호,gyeongsui@kakao.com,32Q6BjSc#9,FALSE,woman,60,FALSE,양식,중식
253,최아름,jungsu14@naver.com,t_Y50Bv+l9,TRUE,man,10,TRUE,중식,한식
254,김진우,migyeong52@kakao.com,!E0ZKtuBXQ,FALSE,woman,20,FALSE,한식,양식
255,우종수,seoyeongbag@naver.com,L#jJ9Xhvy1,FALSE,man,30,TRUE,양식,중식
256,서숙자,minjae48@naver.com,)07nB0@LyQ,FALSE,woman,40,FALSE,중식,양식
257,김준서,iseongsu@kakao.com,tHT3OlpR+I,FALSE,man,50,TRUE,일식,중식
258,이수진,xsong@naver.com,qhO%2Ckf59,FALSE,woman,60,FALSE,한식,일식
259,손승민,wi@naver.com,AA6O&YoY8_,FALSE,man,10,TRUE,양식,한식
260,박정희,sonyujin@kakao.com,Y+O4Ycxqqc,TRUE,woman,20,FALSE,중식,양식
261,박현지,oi@kakao.com,t_&8JOroDx,TRUE,man,30,TRUE,일식,중식
262,김예준,aeom@naver.com,$pL5n+BcRm,TRUE,woman,40,FALSE,한식,일식
263,최민준,ijihye@kakao.com,OC9e9RgCH+,FALSE,man,50,TRUE,양식,한식
264,김영식,gimminsu@kakao.com,l$oe9xQaI2,FALSE,woman,60,FALSE,중식,양식
265,박하윤,iyun@naver.com,y@P96wHx*N,FALSE,man,10,TRUE,한식,중식
266,유서윤,jinhoi@naver.com,#1s(W8RqaE,TRUE,woman,20,FALSE,양식,한식
267,김영일,nbag@naver.com,5k7d0Vrdn%,FALSE,man,30,TRUE,중식,양식
268,김성진,haeun77@kakao.com,By+$f8Dif+,FALSE,woman,40,FALSE,일식,중식
269,장윤서,zgim@naver.com,HScep9Uiw!,FALSE,man,50,TRUE,한식,일식
270,김미영,dohyeonmun@naver.com,)8sf(2vK!E,TRUE,woman,60,FALSE,양식,한식
271,서하은,eunseobag@kakao.com,&N5TF^u8ug,FALSE,man,10,TRUE,중식,양식
272,윤아름,bagsunog@kakao.com,w(Z^3AXygX,TRUE,woman,20,FALSE,일식,중식
273,장지연,jaeho00@kakao.com,)l5hHoB$hZ,TRUE,man,30,TRUE,한식,일식
274,강민지,sanghoju@kakao.com,z@Kx^6Yy6M,TRUE,woman,40,FALSE,양식,한식
275,김서현,xi@kakao.com,^vZDbJwRu4,FALSE,man,50,TRUE,중식,양식
276,김옥자,tgim@naver.com,s7jizG_3&k,FALSE,woman,60,FALSE,한식,중식
277,김중수,yi@naver.com,03iICWkY%h,FALSE,man,10,TRUE,양식,한식
278,박중수,gimogsun@kakao.com,@!0w@Jij8S,TRUE,woman,20,FALSE,중식,양식
279,최현주,seoyeongbag@naver.com,8tNIl3D_^B,FALSE,man,30,TRUE,일식,중식
280,김정순,yejinsong@kakao.com,6MYLu4Xq$7,TRUE,woman,40,FALSE,한식,일식
281,김하은,sangho35@naver.com,%1z1(TTGon,TRUE,man,50,TRUE,양식,한식
282,이우진,ti@naver.com,7p+$tWiO+S,FALSE,woman,60,FALSE,중식,양식
283,양현주,iyeongmi@kakao.com,&51NrW!yt4,FALSE,man,10,TRUE,일식,중식
284,박승민,minseoseong@naver.com,(^*82UtSAd,FALSE,woman,20,FALSE,한식,일식
